"Id","Role","Company Name","Location","Intern Type","Skills","Opening","Duration_Months","Stipend_Num","Posted_On","Required_Qualification","Industry_Sector","Work_Arrangement","Job Description"
"MCA183","Finance Intern","Capital Gains","Delhi","Full-time","Equity Research|Financial Analysis","2","6","28000","2025-09-10","MBA","Finance","Hybrid","Capital Gains in Delhi is hiring a Finance Intern (Hybrid) for its equity research team. Responsibilities: - Conduct research on publicly listed companies. - Perform financial analysis and write research reports. - Track market trends and news. Requirements: - Strong analytical skills and a passion for the stock market. Pursuing an MBA in Finance. This is a 6-month, full-time internship."
"MCA184","Finance Intern","LogicLoop","Lucknow","Full-time","MS Excel|Bookkeeping","5","3","10000","2025-09-01","B.Com","Finance","In-Office","LogicLoop in Lucknow is looking for a Finance Intern. This entry-level role is a great way to start a career in finance. Responsibilities: - Assist with bookkeeping and maintaining financial records. - Use MS Excel for data entry and simple analysis. - Support the finance team with administrative tasks. Requirements: - Proficient in MS Excel and detail-oriented. Pursuing a B.Com. This is a 3-month, full-time internship."
"MCA185","Finance Intern","QuantumLeap Finance","Remote","Full-time","Financial Modeling|Excel","3","6","22000","2025-08-25","MBA","Finance","Work from Home","QuantumLeap Finance offers a remote Finance Internship. You will work on creating and analyzing financial models. Responsibilities: - Build and maintain financial models in Excel. - Assist with budgeting and forecasting processes. - Analyze financial performance. Requirements: - Strong Excel and financial modeling skills. Pursuing an MBA in Finance. This is a 6-month, remote role."
"MCA186","Finance Intern","FinSights","Bangalore","Full-time","Financial Analysis|PowerPoint","2","3","26000","2025-09-07","MBA","Finance","In-Office","FinSights in Bangalore is seeking a Finance Intern. You will analyze financial data and help create presentations for management. Responsibilities: - Analyze financial statements and company performance. - Create insightful presentations in PowerPoint. - Support the financial planning & analysis (FP&A) team. Requirements: - Strong financial analysis and PowerPoint skills. Pursuing an MBA in Finance. This is a 3-month, full-time internship."
"MCA187","Finance Intern","Accountable","Lucknow","Full-time","Tally ERP9|GST Filing","4","6","12000","2025-08-30","B.Com","Finance","In-Office","Accountable in Lucknow is hiring a Finance Intern. You will get practical experience in accounting and taxation. Responsibilities: - Handle accounting entries in Tally ERP9. - Assist with the preparation for GST filing. - Reconcile bank statements. Requirements: - Experience with Tally ERP9 is highly preferred. Pursuing a B.Com. This is a 6-month, full-time internship."
"MCA188","Finance Intern","Capital Gains","Remote","Full-time","Equity Research|Report Writing","2","6","24000","2025-09-11","MBA","Finance","Work from Home","Capital Gains has a remote Finance Internship in equity research. You will be responsible for analyzing companies and writing reports. Responsibilities: - Research and analyze stocks. - Write detailed equity research reports. - Develop financial models to support your analysis. Requirements: - Excellent report writing and analytical skills. Pursuing an MBA in Finance. This is a 6-month, remote role."
"MCA189","Finance Intern","QuantumLeap Finance","Mumbai","Part-time","Excel|Data Analysis","3","6","18000","2025-08-22","Any Graduate","Finance","Hybrid","QuantumLeap Finance in Mumbai has a part-time Finance Internship (Hybrid). This role is focused on data analysis within the finance domain. Responsibilities: - Analyze financial data using Excel. - Identify trends and anomalies. - Create charts and reports to summarize findings. Requirements: - Strong Excel and data analysis skills. Open to any graduate with a quantitative background. This is a 6-month, part-time role."
"MCA190","Finance Intern","Accountable","Delhi","Full-time","Accounting|MS Excel","4","3","16000","2025-09-09","B.Com","Finance","In-Office","Accountable in Delhi is looking for a Finance Intern to support their accounting team. Responsibilities: - Assist with accounts payable and receivable. - Prepare financial reports using MS Excel. - Help with month-end closing procedures. Requirements: - Good knowledge of accounting principles and proficiency in MS Excel. Pursuing a B.Com. This is a 3-month, full-time internship."
"MCA191","Human Resources (HR) Intern","PeopleFirst","Bangalore","Full-time","Recruitment|Screening|MS Office","4","3","18000","2025-09-06","MBA","HR","Hybrid","PeopleFirst in Bangalore is seeking an HR Intern (Hybrid) to support our recruitment team. Responsibilities: - Assist in sourcing and screening resumes. - Schedule interviews with candidates. - Maintain candidate databases using MS Office. Requirements: - Excellent communication skills and an interest in recruitment. Pursuing an MBA in HR. This is a 3-month, full-time internship."
"MCA192","Human Resources (HR) Intern","TalentHub","Remote","Full-time","Onboarding|HR Policies|Communication","3","6","15000","2025-08-29","MBA","HR","Work from Home","TalentHub has a remote HR Internship. You will be involved in the complete employee lifecycle, from onboarding to exit. Responsibilities: - Assist with the onboarding process for new hires. - Help communicate HR policies to employees. - Support various HR operational tasks. Requirements: - Strong communication and organizational skills. Pursuing an MBA in HR. This is a 6-month, remote role."
"MCA193","Human Resources (HR) Intern","Innovatech Solutions","Pune","Full-time","Recruitment|Sourcing|LinkedIn","2","3","20000","2025-09-02","MBA","HR","In-Office","Innovatech Solutions in Pune is hiring an HR Intern. You will learn how to source and attract top talent. Responsibilities: - Focus on the recruitment and sourcing of candidates. - Use platforms like LinkedIn to find potential hires. - Assist with initial candidate screening. Requirements: - Eager to learn about talent acquisition. Experience with LinkedIn is a plus. Pursuing an MBA in HR. This is a 3-month, full-time internship."
"MCA194","Human Resources (HR) Intern","LogicLoop","Lucknow","Full-time","Employee Engagement|MS Excel","5","2","10000","2025-08-26","Any Graduate","HR","In-Office","LogicLoop in Lucknow is looking for an HR Intern. This role focuses on employee engagement and HR operations. Responsibilities: - Assist in organizing employee engagement activities. - Maintain HR records and data in MS Excel. - Support the HR team with daily tasks. Requirements: - Energetic and good with people. Proficient in MS Excel. Open to any graduate. This is a 2-month, full-time internship."
"MCA195","Human Resources (HR) Intern","PeopleFirst","Remote","Full-time","Screening|Interview Scheduling","3","6","16000","2025-09-11","MBA","HR","Work from Home","PeopleFirst offers a remote HR Internship. You will be a key coordinator for our recruitment process. Responsibilities: - Screen resumes to identify qualified candidates. - Coordinate and schedule interviews between candidates and hiring managers. - Ensure a smooth candidate experience. Requirements: - Excellent organizational and communication skills. Pursuing an MBA in HR. This is a 6-month, remote role."
"MCA196","Human Resources (HR) Intern","HireRight","Hyderabad","Full-time","Recruitment|Naukri|Monster","2","3","18000","2025-08-21","MBA","HR","In-Office","HireRight in Hyderabad is seeking an HR Intern. You will get hands-on experience with popular job portals. Responsibilities: - Post job openings on platforms like Naukri and Monster. - Source candidate profiles from these portals. - Assist with the recruitment lifecycle. Requirements: - An interest in recruitment. Familiarity with job portals is a bonus. Pursuing an MBA in HR. This is a 3-month, full-time internship."
"MCA197","Human Resources (HR) Intern","TalentHub","Lucknow","Full-time","Documentation|Onboarding","4","3","12000","2025-09-04","Any Graduate","HR","In-Office","TalentHub in Lucknow is hiring an HR Intern. This role is focused on the administrative side of HR. Responsibilities: - Prepare and manage employee documentation. - Assist with the new hire onboarding process. - Maintain physical and digital personnel files. Requirements: - Detail-oriented and organized. Open to any graduate. This is a 3-month, full-time internship."
"MCA198","Human Resources (HR) Intern","PeopleFirst","Bangalore","Full-time","HR Analytics|Excel","2","6","22000","2025-08-27","MBA","HR","Hybrid","PeopleFirst in Bangalore is looking for an HR Intern (Hybrid) with an interest in analytics. Responsibilities: - Analyze HR data to identify trends (e.g., attrition, hiring). - Create HR dashboards and reports using Excel. - Provide data-driven insights to the HR team. Requirements: - Strong analytical skills and proficiency in Excel. Pursuing an MBA in HR. This is a 6-month, full-time role."
"MCA199","Human Resources (HR) Intern","TalentHub","Remote","Part-time","Sourcing|LinkedIn","3","6","12000","2025-09-09","Any Graduate","HR","Work from Home","TalentHub has a remote, part-time HR Internship. You will focus on sourcing potential candidates for our open roles. Responsibilities: - Use LinkedIn and other platforms to find passive candidates. - Build a pipeline of talent for future openings. - Assist the recruitment team with sourcing efforts. Requirements: - Good research skills. Familiarity with LinkedIn is a plus. Open to any graduate. This is a 6-month, part-time role."
"MCA200","Human Resources (HR) Intern","HireRight","Delhi","Full-time","Recruitment|Communication","3","3","19000","2025-08-31","MBA","HR","In-Office","HireRight in Delhi is seeking an HR Intern. You will be involved in all aspects of recruiting, with a strong focus on communication. Responsibilities: - Support the end-to-end recruitment process. - Communicate with candidates throughout the process. - Represent the company professionally. Requirements: - Excellent verbal and written communication skills. Pursuing an MBA in HR. This is a 3-month, full-time internship."
"MCA201","Operations Intern","OptiFlow","Mumbai","Full-time","Supply Chain|Logistics|MS Excel","3","6","20000","2025-09-08","MBA","Operations","In-Office","OptiFlow in Mumbai is seeking an Operations Intern. You will learn about the core principles of supply chain management and logistics. Responsibilities: - Assist in managing and tracking shipments. - Analyze supply chain data in MS Excel. - Support the logistics and operations team. Requirements: - Analytical and detail-oriented. Pursuing an MBA in Operations. This is a 6-month, full-time internship."
"MCA202","Operations Intern","Streamline","Remote","Full-time","Process Improvement|Data Analysis","4","3","18000","2025-09-01","MBA","Operations","Work from Home","Streamline has a remote Operations Internship focused on process improvement. You will help make our operations more efficient. Responsibilities: - Analyze existing processes to identify bottlenecks. - Suggest and help implement process improvements. - Use data analysis to support your recommendations. Requirements: - A problem-solving mindset and analytical skills. Pursuing an MBA in Operations. This is a 3-month, remote role."
"MCA203","Operations Intern","Innovatech Solutions","Bangalore","Full-time","Vendor Management|Inventory","2","6","22000","2025-08-24","MBA","Operations","Hybrid","Innovatech Solutions in Bangalore is hiring an Operations Intern (Hybrid). You will get experience in vendor and inventory management. Responsibilities: - Assist in managing relationships with vendors. - Track and manage inventory levels. - Help optimize inventory processes. Requirements: - Good negotiation and organizational skills. Pursuing an MBA in Operations. This is a 6-month, full-time role."
"MCA204","Operations Intern","LogicLoop","Lucknow","Full-time","Data Entry|Coordination|MS Office","6","3","10000","2025-09-03","Any Graduate","Operations","In-Office","LogicLoop in Lucknow is looking for an Operations Intern. This role is a great introduction to the backbone of a company. Responsibilities: - Perform data entry for operational records. - Coordinate between different departments. - Use MS Office for daily tasks and reporting. Requirements: - Organized and proficient in MS Office. Open to any graduate. This is a 3-month, full-time internship."
"MCA205","Operations Intern","OptiFlow","Remote","Full-time","Supply Chain Analysis|Excel","3","6","19000","2025-08-28","MBA","Operations","Work from Home","OptiFlow offers a remote Operations Internship. You will focus on analyzing our supply chain to find efficiencies. Responsibilities: - Analyze supply chain performance data. - Create reports and visualizations in Excel. - Contribute to supply chain strategy. Requirements: - Strong analytical skills and advanced proficiency in Excel. Pursuing an MBA in Operations. This is a 6-month, remote role."
"MCA206","Operations Intern","Efficientify","Pune","Full-time","Process Mapping|Six Sigma","2","3","24000","2025-09-06","B.Tech","Operations","In-Office","Efficientify in Pune is seeking an Operations Intern with an interest in process excellence. Responsibilities: - Create process maps for our current operations. - Learn and apply Six Sigma principles to identify defects. - Assist in quality improvement projects. Requirements: - An engineering background (pursuing a B.Tech) and an analytical mindset. This is a 3-month, full-time internship."
"MCA207","Operations Intern","Streamline","Lucknow","Full-time","Inventory Management|Logistics","5","2","11000","2025-08-30","Any Graduate","Operations","In-Office","Streamline in Lucknow is hiring an Operations Intern. You will get hands-on experience in managing inventory and logistics. Responsibilities: - Track inventory and assist with stock-taking. - Coordinate with logistics partners for shipments. - Ensure timely delivery of goods. Requirements: - Detail-oriented and proactive. Open to any graduate. This is a 2-month, full-time internship."
"MCA208","Operations Intern","OptiFlow","Delhi","Full-time","Data Analysis|Excel|Process Optimization","3","6","22000","2025-09-05","MBA","Operations","Hybrid","OptiFlow in Delhi is looking for an Operations Intern (Hybrid). You will use data to optimize our operational processes. Responsibilities: - Analyze operational data to identify inefficiencies. - Use Excel for data modeling and analysis. - Propose and help implement optimization strategies. Requirements: - Strong data analysis and Excel skills. Pursuing an MBA in Operations. This is a 6-month, full-time role."
"MCA209","Operations Intern","Streamline","Remote","Part-time","Coordination|Reporting","4","6","15000","2025-08-20","Any Graduate","Operations","Work from Home","Streamline has a remote, part-time Operations Internship. This role supports our operations team with coordination and reporting. Responsibilities: - Coordinate tasks between team members. - Prepare daily and weekly operational reports. - Assist with administrative tasks. Requirements: - Excellent communication and organizational skills. Open to any graduate. This is a 6-month, part-time role."
"MCA210","Operations Intern","Efficientify","Bangalore","Full-time","Supply Chain|Vendor Management","2","3","25000","2025-09-12","MBA","Operations","In-Office","Efficientify in Bangalore is seeking an Operations Intern. You will be involved in key aspects of our supply chain. Responsibilities: - Analyze and improve our supply chain processes. - Assist with vendor selection and management. - Track key operational metrics. Requirements: - An interest in supply chain and vendor management. Pursuing an MBA in Operations. This is a 3-month, full-time internship."
"MCA211","Management Trainee","Future Leaders","Mumbai","Full-time","Leadership|Strategy|Management","5","12","30000","2025-09-07","MBA","Business","In-Office","Future Leaders in Mumbai is seeking a Management Trainee. This is a fast-track program to develop future leaders. Responsibilities: - Rotate through different departments (e.g., sales, marketing, operations). - Work on strategic projects and present to senior management. - Develop leadership and management skills. Requirements: - Strong ambition and leadership potential. Must be pursuing an MBA. This is a 12-month, full-time program."
"MCA212","Management Trainee","Innovatech Solutions","Bangalore","Full-time","Project Management|Analytics|Marketing","4","12","35000","2025-08-29","MBA","Business","Hybrid","Innovatech Solutions in Bangalore offers a Management Trainee program (Hybrid). You will gain experience in key business functions. Responsibilities: - Learn about project management, analytics, and marketing. - Take ownership of projects and drive them to completion. - Receive mentorship from senior leaders. Requirements: - A versatile skill set and a drive to learn. Must be pursuing an MBA. This is a 12-month, full-time program."
"MCA213","Management Trainee","Quantum Systems","Pune","Full-time","Operations|Finance|HR","3","18","32000","2025-09-03","MBA","Business","In-Office","Quantum Systems in Pune is hiring a Management Trainee. This comprehensive program provides exposure to core business operations. Responsibilities: - Spend time in operations, finance, and HR departments. - Understand how different business units work together. - Contribute to departmental goals. Requirements: - A holistic view of business and strong analytical skills. Must be pursuing an MBA. This is an 18-month, full-time program."
"MCA214","Management Trainee","MarketPro","Lucknow","Full-time","Sales|Marketing|Strategy","6","12","25000","2025-08-25","MBA","Business","In-Office","MarketPro in Lucknow is looking for a Management Trainee. This program is focused on the commercial side of the business. Responsibilities: - Gain experience in sales, marketing, and business strategy. - Work on real-world marketing campaigns and sales pitches. - Develop a deep understanding of our market. Requirements: - Strong interest in sales and marketing. Must be pursuing an MBA. This is a 12-month, full-time program."
"MCA215","Management Trainee","Future Leaders","Delhi","Full-time","Leadership|Communication","5","12","30000","2025-09-10","MBA","Business","In-Office","Future Leaders in Delhi is seeking a Management Trainee. This program is designed to hone your leadership and communication skills. Responsibilities: - Take on leadership roles in various projects. - Practice public speaking and presentation skills. - Learn from experienced managers. Requirements: - Excellent communication skills and leadership qualities. Must be pursuing an MBA. This is a 12-month, full-time program."
"MCA216","Management Trainee","OptiFlow","Mumbai","Full-time","Supply Chain|Operations","3","18","34000","2025-08-22","MBA","Operations","In-Office","OptiFlow in Mumbai offers a Management Trainee program specializing in operations. Responsibilities: - Deep dive into our supply chain and logistics operations. - Identify and lead process improvement projects. - Prepare for a future leadership role in operations. Requirements: - A passion for operations and supply chain management. Must be pursuing an MBA in Operations. This is an 18-month, full-time program."
"MCA217","Management Trainee","SellSmart","Bangalore","Full-time","Sales|Business Development","4","12","32000","2025-09-01","MBA","Sales","Hybrid","SellSmart in Bangalore is hiring a Management Trainee (Hybrid) for its sales division. Responsibilities: - Learn the ins and outs of our sales and business development process. - Take on a sales quota with guidance from a mentor. - Develop into a future sales leader. Requirements: - A competitive spirit and a passion for sales. Must be pursuing an MBA. This is a 12-month, full-time program."
"MCA218","Management Trainee","Future Leaders","Remote","Full-time","Strategy|Research|Reporting","3","12","28000","2025-08-26","MBA","Business","Work from Home","Future Leaders has a remote Management Trainee program. You will work on strategic initiatives from a remote setting. Responsibilities: - Assist the strategy team with research and analysis. - Prepare reports and presentations for leadership. - Contribute to strategic planning. Requirements: - Self-motivated and able to work independently. Must be pursuing an MBA. This is a 12-month, remote program."
"MCA219","Management Trainee","Innovatech Solutions","Lucknow","Full-time","Project Coordination|Client Management","5","12","28000","2025-09-08","MBA","Business","In-Office","Innovatech Solutions in Lucknow is looking for a Management Trainee. You will learn how to manage projects and clients effectively. Responsibilities: - Assist project managers with coordination and planning. - Participate in client meetings and communications. - Develop strong client management skills. Requirements: - Excellent organizational and interpersonal skills. Must be pursuing an MBA. This is a 12-month, full-time program."
"MCA220","Management Trainee","Quantum Systems","Hyderabad","Full-time","Technology Management|Strategy","2","18","38000","2025-08-31","M.Tech","Business","In-Office","Quantum Systems in Hyderabad offers a specialized Management Trainee program for technology students. Responsibilities: - Learn how to manage technology projects and teams. - Bridge the gap between technology and business strategy. - Prepare for a techno-managerial role. Requirements: - A strong technical background and an interest in management. Must be pursuing an M.Tech. This is an 18-month, full-time program."
"MCA221","Project Manager Intern","TaskMaster","Bangalore","Full-time","Agile|JIRA|Scrum","3","6","25000","2025-09-09","B.Tech","Project Management","Hybrid","TaskMaster in Bangalore is seeking a Project Manager Intern (Hybrid). You will learn to manage software projects using Agile methodologies. Responsibilities: - Assist the project manager in running sprints using Scrum. - Track tasks and progress in JIRA. - Help facilitate Agile ceremonies like stand-ups and retrospectives. Requirements: - Understanding of Agile, Scrum, and JIRA. Pursuing a B.Tech. This is a 6-month, full-time internship."
"MCA222","Project Manager Intern","Innovatech Solutions","Remote","Full-time","Project Planning|MS Project|Communication","2","3","22000","2025-09-01","Any Graduate","Project Management","Work from Home","Innovatech Solutions has a remote Project Manager Internship. You will assist in planning and executing projects. Responsibilities: - Help create project plans and timelines using tools like MS Project. - Communicate project status to stakeholders. - Coordinate tasks among team members. Requirements: - Excellent communication and planning skills. Open to any graduate. This is a 3-month, remote role."
"MCA223","Project Manager Intern","Quantum Systems","Pune","Full-time","Risk Management|Stakeholder Communication","2","6","26000","2025-08-27","MBA","Project Management","In-Office","Quantum Systems in Pune is hiring a Project Manager Intern. This role focuses on the critical aspects of risk and stakeholder management. Responsibilities: - Assist in identifying and mitigating project risks. - Help manage communication with all project stakeholders. - Prepare status reports. Requirements: - Strong analytical and communication skills. Pursuing an MBA. This is a 6-month, full-time internship."
"MCA224","Project Manager Intern","LogicLoop","Lucknow","Full-time","Task Coordination|JIRA|MS Excel","4","3","16000","2025-09-04","Any Graduate","Project Management","In-Office","LogicLoop in Lucknow is looking for a Project Manager Intern. You will be responsible for coordinating tasks and ensuring projects stay on track. Responsibilities: - Coordinate daily tasks for the project team. - Update project status in JIRA and MS Excel. - Help resolve any blockers. Requirements: - Highly organized and proactive. Familiarity with JIRA is a plus. Open to any graduate. This is a 3-month, full-time internship."
"MCA225","Project Manager Intern","TaskMaster","Remote","Full-time","Agile|Sprint Planning|Trello","3","6","23000","2025-08-23","Any Graduate","Project Management","Work from Home","TaskMaster offers a remote Project Manager Internship. You will get hands-on experience with Agile project management. Responsibilities: - Assist in sprint planning and execution. - Manage project boards using tools like Trello. - Facilitate communication within the remote team. Requirements: - Understanding of Agile principles. Experience with Trello is a bonus. Open to any graduate. This is a 6-month, remote role."
"MCA226","Project Manager Intern","WebWeavers","Hyderabad","Full-time","Project Documentation|Client Coordination","2","3","24000","2025-09-06","B.Tech","Project Management","In-Office","WebWeavers in Hyderabad is seeking a Project Manager Intern. This role involves documentation and client-facing responsibilities. Responsibilities: - Maintain all project documentation. - Act as a point of contact for client coordination. - Ensure project requirements are clearly understood. Requirements: - Excellent documentation and communication skills. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA227","Project Manager Intern","Innovatech Solutions","Bangalore","Full-time","Scrum|JIRA|Confluence","2","6","28000","2025-08-30","B.Tech","Project Management","In-Office","Innovatech Solutions in Bangalore is looking for a Project Manager Intern. You will work with a suite of Atlassian tools. Responsibilities: - Support the Scrum Master in facilitating the Scrum process. - Manage backlogs and sprints in JIRA. - Create and maintain project documentation in Confluence. Requirements: - Experience with Scrum, JIRA, and Confluence is highly desirable. Pursuing a B.Tech. This is a 6-month, full-time internship."
"MCA228","Project Manager Intern","Quantum Systems","Remote","Part-time","Project Tracking|Reporting","3","6","20000","2025-09-11","Any Graduate","Project Management","Work from Home","Quantum Systems has a remote, part-time Project Manager Internship. You will support our PMO with tracking and reporting. Responsibilities: - Track the progress of various projects. - Prepare and distribute regular status reports. - Assist with administrative project tasks. Requirements: - Detail-oriented and reliable. Open to any graduate. This is a 6-month, part-time role."
"MCA229","Project Manager Intern","TaskMaster","Lucknow","Full-time","Coordination|Communication","5","2","15000","2025-08-21","Any Graduate","Project Management","In-Office","TaskMaster in Lucknow is hiring a Project Manager Intern. This is a coordination-heavy role perfect for someone organized. Responsibilities: - Coordinate activities between different team members. - Ensure everyone has the information they need to do their work. - Facilitate team communication. Requirements: - Excellent coordination and communication skills. Open to any graduate. This is a 2-month, full-time internship."
"MCA230","Project Manager Intern","LogicLoop","Pune","Full-time","Agile|Task Management","2","3","25000","2025-09-02","B.Tech","Project Management","In-Office","LogicLoop in Pune is seeking a Project Manager Intern. You will be responsible for day-to-day task management in an Agile environment. Responsibilities: - Break down project goals into manageable tasks. - Assign and track tasks for the team. - Ensure deadlines are met. Requirements: - A good understanding of task management and Agile. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA231","Graphic Designer","Creative Canvas","Mumbai","Full-time","Adobe Photoshop|Illustrator|Canva","3","3","18000","2025-09-05","Any Graduate","Design","Hybrid","Creative Canvas in Mumbai is seeking a Graphic Designer Intern (Hybrid). You will create visually stunning graphics for a variety of media. Responsibilities: - Design graphics for social media, websites, and print. - Use Adobe Photoshop and Illustrator for design work. - Create quick designs using Canva. Requirements: - A strong portfolio showcasing your skills in Adobe Photoshop and Illustrator. Open to any graduate. This is a 3-month, full-time internship."
"MCA232","Graphic Designer","PixelPerfect Designs","Remote","Full-time","Figma|Canva|Social Media Graphics","4","6","15000","2025-08-28","Any Graduate","Design","Work from Home","PixelPerfect Designs has a remote Graphic Designer Internship. You will focus on creating graphics for our digital marketing efforts. Responsibilities: - Design engaging graphics for all social media platforms. - Use Figma and Canva to create your designs. - Work with the marketing team to understand requirements. Requirements: - Creativity and proficiency in Figma and Canva. A portfolio is required. Open to any graduate. This is a 6-month, remote role."
"MCA233","Graphic Designer","AdVantage","Bangalore","Full-time","Adobe Creative Suite|Branding","2","6","20000","2025-09-10","Any Graduate","Design","In-Office","AdVantage in Bangalore is hiring a Graphic Designer Intern. You will work on branding projects and marketing collateral. Responsibilities: - Assist in developing brand identity and guidelines. - Design logos, brochures, and other marketing materials. - Use the full Adobe Creative Suite. Requirements: - A strong portfolio with examples of branding work. Open to any graduate. This is a 6-month, full-time internship."
"MCA234","Graphic Designer","BrandBoost","Lucknow","Full-time","Canva|Photoshop|CorelDRAW","5","2","10000","2025-09-01","Any Graduate","Design","In-Office","BrandBoost in Lucknow is looking for a Graphic Designer Intern. This is a great opportunity to build your portfolio. Responsibilities: - Create designs for social media and local marketing. - Use tools like Canva, Photoshop, and CorelDRAW. - Assist the senior designer. Requirements: - Familiarity with Canva and either Photoshop or CorelDRAW. Open to any graduate. This is a 2-month, full-time internship."
"MCA235","Graphic Designer","Creative Canvas","Remote","Full-time","Illustrator|Infographics","3","3","16000","2025-08-25","Any Graduate","Design","Work from home","Creative Canvas offers a remote Graphic Designer Internship with a focus on infographics and illustrations. Responsibilities: - Create custom illustrations using Adobe Illustrator. - Design data-driven infographics. - Turn complex information into visual stories. Requirements: - Strong illustration skills. A portfolio is required. Open to any graduate. This is a 3-month, remote internship."
"MCA236","Graphic Designer","UI Masters","Pune","Full-time","Photoshop|UI Assets|Illustrator","2","6","19000","2025-09-07","Any Graduate","Design","In-Office","UI Masters in Pune is seeking a Graphic Designer Intern. You will support our UI/UX team by creating visual assets. Responsibilities: - Create icons, buttons, and other UI assets in Photoshop or Illustrator. - Prepare and export assets for the development team. - Ensure visual consistency across the product. Requirements: - A good eye for detail and skills in Photoshop and Illustrator. A portfolio is required. Open to any graduate. This is a 6-month, full-time internship."
"MCA237","Graphic Designer","PixelPerfect Designs","Lucknow","Part-time","Canva|Social Media Posts","4","6","8000","2025-08-30","Any Graduate","Design","In-Office","PixelPerfect Designs in Lucknow has a part-time Graphic Designer Internship. This role is perfect for a student looking to gain experience. Responsibilities: - Design posts for our social media channels using Canva. - Create simple animations or GIFs. - Support the marketing team with design requests. Requirements: - Proficiency in Canva. Creative and reliable. Open to any graduate. This is a 6-month, part-time role."
"MCA238","Graphic Designer","Creative Canvas","Remote","Full-time","Adobe Illustrator|Logo Design","2","3","18000","2025-09-11","Any Graduate","Design","Work from home","Creative Canvas has a remote Graphic Designer Internship specializing in logo design. Responsibilities: - Brainstorm and conceptualize logo ideas. - Design logos using Adobe Illustrator. - Work with clients to refine logo designs. Requirements: - A strong portfolio showcasing your logo design work. Open to any graduate. This is a 3-month, remote internship."
"MCA239","Graphic Designer","AdVantage","Mumbai","Full-time","Photoshop|After Effects|Branding","2","6","22000","2025-08-22","Any Graduate","Design","Hybrid","AdVantage in Mumbai is looking for a Graphic Designer Intern (Hybrid) with motion graphics skills. Responsibilities: - Design static graphics in Photoshop. - Create simple motion graphics and animations in After Effects. - Contribute to branding campaigns. Requirements: - A portfolio with both static and motion design examples. Open to any graduate. This is a 6-month, full-time role."
"MCA240","Graphic Designer","BrandBoost","Remote","Full-time","Canva|Figma","4","3","14000","2025-09-09","Any Graduate","Design","Work from home","BrandBoost offers a remote Graphic Designer Internship. You will use modern, web-based tools to create a variety of designs. Responsibilities: - Create marketing materials quickly and efficiently using Canva. - Assist with simple UI design tasks in Figma. - Collaborate with a fully remote team. Requirements: - Proficient in both Canva and Figma. A portfolio is required. Open to any graduate. This is a 3-month, remote internship."
"MCA241","Video Editor","MotionFlix","Mumbai","Full-time","Adobe Premiere Pro|After Effects","3","6","20000","2025-09-06","Any Graduate","Media","Hybrid","MotionFlix in Mumbai is seeking a Video Editor Intern (Hybrid). You will work on editing a variety of video content. Responsibilities: - Edit raw footage into a finished product using Adobe Premiere Pro. - Add simple motion graphics and titles using After Effects. - Ensure videos meet quality standards. Requirements: - A strong portfolio/showreel. Proficiency in Premiere Pro and After Effects. Open to any graduate. This is a 6-month, full-time internship."
"MCA242","Video Editor","ViralVibes","Remote","Full-time","Final Cut Pro|Video Editing","4","3","18000","2025-08-29","Any Graduate","Media","Work from Home","ViralVibes has a remote Video Editor Internship. You will be responsible for editing our social media video content. Responsibilities: - Edit videos for platforms like YouTube and Instagram. - Use Final Cut Pro for editing. - Work quickly to meet content deadlines. Requirements: - Experience with Final Cut Pro and video editing. A showreel is required. Open to any graduate. This is a 3-month, remote role."
"MCA243","Video Editor","Creative Minds","Bangalore","Full-time","Premiere Pro|Color Grading","2","6","22000","2025-09-02","Any Graduate","Media","In-Office","Creative Minds in Bangalore is hiring a Video Editor Intern. This role includes responsibilities for color grading and finishing. Responsibilities: - Edit video projects in Premiere Pro. - Perform color correction and color grading to enhance the look. - Manage media and project files. Requirements: - A good eye for color and detail. Proficiency in Premiere Pro. A showreel is required. Open to any graduate. This is a 6-month, full-time internship."
"MCA244","Video Editor","BrandBoost","Lucknow","Full-time","Canva Video|Mobile Editing","5","2","12000","2025-08-26","Any Graduate","Media","In-Office","BrandBoost in Lucknow is looking for a Video Editor Intern. You will create simple videos for social media. Responsibilities: - Use Canva's video features to create short videos. - Edit videos using mobile editing apps. - Create content for Instagram Reels and Stories. Requirements: - Creative and proficient with Canva Video or mobile editing apps like CapCut. Open to any graduate. This is a 2-month, full-time internship."
"MCA245","Video Editor","MotionFlix","Remote","Full-time","After Effects|Motion Graphics","2","6","21000","2025-09-11","Any Graduate","Media","Work from Home","MotionFlix offers a remote Video Editor Internship with a focus on motion graphics. Responsibilities: - Create animated titles, lower thirds, and other motion graphics in After Effects. - Integrate motion graphics into video projects. - Animate logos and other brand assets. Requirements: - Strong skills in After Effects and motion graphics. A showreel is required. Open to any graduate. This is a 6-month, remote role."
